"項目","単位","1980_","1981_","1982_","1983_","1984_59","1985_","1986_","1987_","1988_","1989_1","1990_","1991_","1992_","1993_","1994_6","1995_","1996_","1997_","1998_","1999_11","2000_","2001_","2002_","2003_","2004_16","2005_","2006_","2007_","2008_","2009_","有効数字(少数桁)"
"貯 蓄 ･ 負 債 項 目二人以上（全世帯）_貯蓄現在高_(再掲)年金型貯蓄","千円","","","","","88.0","","","","","137.0","","","","","157.0","","","","","375.0","","","","","502.0","","","","","408.0",""
"貯 蓄 ･ 負 債 項 目二人以上（全世帯）_貯蓄現在高_(再掲)外貨預金・外債","千円","","","","","4516.0","","","","","5411.0","","","","","6911.0","","","","","8024.0","","","","","8395.0","","","","","7677.0",""
"貯 蓄 ･ 負 債 項 目二人以上（全世帯）_負債現在高","千円","","","","","3238.0","","","","","3980.0","","","","","4885.0","","","","","4680.0","","","","","5069.0","","","","","5367.0",""
"貯 蓄 ･ 負 債 項 目二人以上（全世帯）_負債現在高_住宅・土地のための負債","千円","","","","","1278.0","","","","","1431.0","","","","","2025.0","","","","","3344.0","","","","","3326.0","","","","","2310.0",""
"貯 蓄 ･ 負 債 項 目二人以上（全世帯）_負債現在高_住宅・土地以外の負債","千円","","","","","－","","","","","－","","","","","29.0","","","","","3.0","","","","","－","","","","","－",""
"貯 蓄 ･ 負 債 項 目二人以上（全世帯）_負債現在高_月賦・年賦","千円","","","","","1284.0","","","","","2275.0","","","","","3194.0","","","","","3598.0","","","","","4140.0","","","","","3382.0",""
"貯 蓄 ･ 負 債 項 目二人以上（全世帯）_保有率","千円","","","","","1482.0","","","","","2151.0","","","","","1755.0","","","","","1384.0","","","","","1751.0","","","","","1738.0",""
"貯 蓄 ･ 負 債 項 目二人以上（全世帯）_貯蓄保有率","千円","","","","","824.0","","","","","1255.0","","","","","1192.0","","","","","719.0","","","","","1089.0","","","","","1181.0",""
"貯 蓄 ･ 負 債 項 目二人以上（全世帯）_貯蓄保有率_金融機関","千円","","","","","326.0","","","","","410.0","","","","","184.0","","","","","452.0","","","","","380.0","","","","","379.0",""
"貯 蓄 ･ 負 債 項 目二人以上（全世帯）_貯蓄保有率_金融機関_通貨性預貯金","千円","","","","","332.0","","","","","486.0","","","","","379.0","","","","","212.0","","","","","283.0","","","","","177.0",""
"貯 蓄 ･ 負 債 項 目二人以上（全世帯）_貯蓄保有率_金融機関_定期性預貯金","千円","","","","","247.0","","","","","217.0","","","","","263.0","","","","","332.0","","","","","283.0","","","","","165.0",""
"貯 蓄 ･ 負 債 項 目二人以上（全世帯）_貯蓄保有率_金融機関_金投資口座・金貯蓄口座","千円","","","","","－","","","","","230.0","","","","","385.0","","","","","496.0","","","","","658.0","","","","","482.0",""
"貯 蓄 ･ 負 債 項 目二人以上（全世帯）_貯蓄保有率_金融機関_生命保険など","千円","","","","","－","","","","","－","","","","","－","","","","","95.0","","","","","201.0","","","","","144.0",""
"貯 蓄 ･ 負 債 項 目二人以上（全世帯）_貯蓄保有率_金融機関_有価証券","千円","","","","","1970.0","","","","","2675.0","","","","","3758.0","","","","","4283.0","","","","","4680.0","","","","","3582.0",""
"貯 蓄 ･ 負 債 項 目二人以上（全世帯）_貯蓄保有率_金融機関_有価証券_株式・株式投資信託","千円","","","","","1593.0","","","","","2226.0","","","","","3208.0","","","","","3762.0","","","","","4132.0","","","","","2949.0",""
"貯 蓄 ･ 負 債 項 目二人以上（全世帯）_貯蓄保有率_金融機関_有価証券_債券・公社債投資信託","千円","","","","","312.0","","","","","341.0","","","","","438.0","","","","","321.0","","","","","343.0","","","","","446.0",""
"貯 蓄 ･ 負 債 項 目二人以上（全世帯）_貯蓄保有率_金融機関_有価証券_貸付信託・金銭信託","千円","","","","","65.0","","","","","109.0","","","","","111.0","","","","","199.0","","","","","206.0","","","","","188.0",""
"貯 蓄 ･ 負 債 項 目二人以上（全世帯）_貯蓄保有率_その他","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"貯 蓄 ･ 負 債 項 目二人以上（全世帯）_負債保有率","％","","","","","97.4","","","","","99.1","","","","","98.8","","","","","99.4","","","","","99.4","","","","","98.7",""
"貯 蓄 ･ 負 債 項 目二人以上（全世帯）_負債保有率_うち住宅・土地のための負債","％","","","","","97.3","","","","","98.8","","","","","98.7","","","","","99.3","","","","","－","","","","","－",""
"貯 蓄 ･ 負 債 項 目二人以上（全世帯）_負債保有率_(再掲)20万円以上の負債","％","","","","","79.6","","","","","82.5","","","","","73.7","","","","","86.9","","","","","85.6","","","","","81.4",""
"","％","","","","","92.5","","","","","92.5","","","","","92.1","","","","","92.0","","","","","87.6","","","","","85.5",""
"","％","","","","","－","","","","","－","","","","","0.6","","","","","1.0","","","","","－","","","","","－",""
"","％","","","","","73.3","","","","","78.6","","","","","84.4","","","","","78.4","","","","","76.4","","","","","69.2",""
"二人以上（勤労者世帯）_集計世帯数","％","","","","","28.4","","","","","30.9","","","","","24.2","","","","","21.2","","","","","22.1","","","","","25.7",""
"二人以上（勤労者世帯）_世帯数分布(抽出率調整)","％","","","","","15.3","","","","","19.2","","","","","19.2","","","","","16.3","","","","","18.2","","","","","21.5",""
"二人以上（勤労者世帯）_(１万分比)","％","","","","","9.7","","","","","11.2","","","","","5.7","","","","","6.5","","","","","7.1","","","","","7.2",""
"二人以上（勤労者世帯）_世帯人員","％","","","","","11.8","","","","","10.3","","","","","6.2","","","","","4.5","","","","","3.2","","","","","3.2",""
"二人以上（勤労者世帯）_世帯人員_18歳未満人員","％","","","","","19.4","","","","","15.0","","","","","16.8","","","","","13.6","","","","","10.3","","","","","6.1",""
"二人以上（勤労者世帯）_世帯人員_65歳以上人員","％","","","","","46.8","","","","","47.0","","","","","46.3","","","","","46.2","","","","","39.4","","","","","39.2",""
"二人以上（勤労者世帯）_世帯人員_65歳以上人員_うち無職者人員","％","","","","","32.3","","","","","34.5","","","","","32.9","","","","","33.5","","","","","29.6","","","","","25.9",""
"二人以上（勤労者世帯）_有業人員","％","","","","","－","","","","","－","","","","","－","","","","","－","","","","","38.3","","","","","37.1",""
"二人以上（勤労者世帯）_持ち家率（現住居）","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"二人以上（勤労者世帯）_年間収入","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"二人以上（勤労者世帯）_世帯主の年齢","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"二人以上（勤労者世帯）_現在高","","","","","","338.0","","","","","350.0","","","","","440.0","","","","","420.0","","","","","370.0","","","","","367.0",""
"二人以上（勤労者世帯）_貯蓄現在高","","","","","","4003.0","","","","","3242.0","","","","","4363.0","","","","","4290.0","","","","","4019.0","","","","","161500.0",""
"二人以上（勤労者世帯）_貯蓄現在高_金融機関","","","","","","80.0","","","","","72.0","","","","","88.0","","","","","87.0","","","","","81.0","","","","","81.0",""
"二人以上（勤労者世帯）_貯蓄現在高_金融機関_通貨性預貯金","人","","","","","3.9","","","","","3.76","","","","","3.9","","","","","3.62","","","","","3.63","","","","","3.28",""
"二人以上（勤労者世帯）_貯蓄現在高_金融機関_通貨性預貯金_郵便局","人","","","","","－","","","","","－","","","","","1.29","","","","","1.04","","","","","1.09","","","","","0.94",""
"二人以上（勤労者世帯）_貯蓄現在高_金融機関_通貨性預貯金_銀行等","人","","","","","－","","","","","－","","","","","0.28","","","","","0.25","","","","","0.23","","","","","0.18",""
"二人以上（勤労者世帯）_貯蓄現在高_金融機関_定期性預貯金","人","","","","","－","","","","","－","","","","","0.22","","","","","0.19","","","","","0.19","","","","","0.13",""
"二人以上（勤労者世帯）_貯蓄現在高_金融機関_定期性預貯金_郵便局","人","","","","","1.43","","","","","1.62","","","","","1.66","","","","","1.67","","","","","1.64","","","","","1.61",""
"二人以上（勤労者世帯）_貯蓄現在高_金融機関_定期性預貯金_銀行等","％","","","","","75.3","","","","","78.4","","","","","81.1","","","","","79.3","","","","","85.1","","","","","81.0",""
"二人以上（勤労者世帯）_貯蓄現在高_金融機関_金投資口座・金貯蓄口座","千円","","","","","5322.0","","","","","6267.0","","","","","7214.0","","","","","7543.0","","","","","7041.0","","","","","6068.0",""
"二人以上（勤労者世帯）_貯蓄現在高_金融機関_生命保険など","歳","","","","","41.7","","","","","44.4","","","","","44.2","","","","","46.0","","","","","45.9","","","","","47.1",""
"二人以上（勤労者世帯）_貯蓄現在高_金融機関_有価証券","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"二人以上（勤労者世帯）_貯蓄現在高_金融機関_有価証券_株式・株式投資信託","千円","","","","","6187.0","","","","","8990.0","","","","","10735.0","","","","","10787.0","","","","","12959.0","","","","","10426.0",""
"二人以上（勤労者世帯）_貯蓄現在高_金融機関_有価証券_債券・公社債投資信託","千円","","","","","5746.0","","","","","8618.0","","","","","10404.0","","","","","10370.0","","","","","－","","","","","－",""
"二人以上（勤労者世帯）_貯蓄現在高_金融機関_有価証券_貸付信託・金銭信託","千円","","","","","363.0","","","","","462.0","","","","","554.0","","","","","897.0","","","","","1435.0","","","","","1215.0",""
"二人以上（勤労者世帯）_貯蓄現在高_その他","千円","","","","","293.0","","","","","362.0","","","","","453.0","","","","","567.0","","","","","997.0","","","","","900.0",""
"二人以上（勤労者世帯）_貯蓄現在高_(再掲)年金型貯蓄","千円","","","","","70.0","","","","","99.0","","","","","101.0","","","","","330.0","","","","","438.0","","","","","316.0",""
"二人以上（勤労者世帯）_貯蓄現在高_(再掲)外貨預金・外債","千円","","","","","3539.0","","","","","4348.0","","","","","5501.0","","","","","5639.0","","","","","6374.0","","","","","4922.0",""
"二人以上（勤労者世帯）_負債現在高","千円","","","","","2455.0","","","","","3156.0","","","","","3763.0","","","","","3016.0","","","","","3554.0","","","","","3325.0",""
